learner_id,date,kpi_value
L001910,3/15/2025,58.12
L001361,4/21/2025,69.59
L002440,3/26/2025,53.18
L001372,11/30/2025,87.71
L002665,5/14/2025,63.73
L000033,3/17/2025,67.38
L002112,4/3/2025,68.97
L000712,8/11/2025,68.61
L000320,1/26/2026,78.11
L000969,3/15/2025,62.45
L001032,1/3/2025,58.88
L001356,1/19/2026,81.58
L000473,11/10/2025,72.49
L001953,4/6/2025,58.41
L002669,2/14/2025,56.81
L001474,5/16/2025,60.58
L001686,2/11/2025,53.35
L001335,7/20/2025,62.85
L001839,7/22/2025,90.63
L002784,3/18/2025,66.81
L001975,12/2/2025,83.09
L001591,5/20/2025,63.94
L002478,3/13/2025,67.99
L000526,3/21/2025,55.8
L002266,6/3/2025,59.49
L001121,1/14/2026,74.66
L002938,1/31/2026,57.66
L000804,1/30/2025,62.85
L001505,12/11/2025,78.46
L001337,5/24/2025,69.56
L000847,11/26/2025,77.62
L001482,3/13/2025,58.54
L002162,7/8/2025,65.65
L001772,12/16/2025,79.59
L002521,10/21/2025,60.78
L000678,5/28/2025,62.45
L000512,8/10/2025,84.57
L001242,5/13/2025,59.92
L002132,10/31/2025,79.1
L001255,8/18/2025,75.53
L000184,5/9/2025,62.38
L001844,4/24/2025,68.81
L002101,7/19/2025,62.37
L000601,1/3/2025,66.95
L000662,1/19/2026,89.38
L001076,5/26/2025,63.28
L002823,5/2/2025,57.37
L002466,10/31/2025,74.74
L001101,5/11/2025,65.51
L002567,12/20/2025,81.94
L000166,3/6/2025,53.05
L002325,7/25/2025,69.24
L002863,7/10/2025,62.81
L001326,3/8/2025,55.31
L000229,5/14/2025,66.18
L002984,1/28/2026,82.56
L002807,12/21/2025,57.82
L000677,3/6/2025,60.66
L001289,6/15/2025,60.75
L001657,5/27/2025,52.42
L002840,10/22/2025,49.12
L000813,6/30/2025,69.9
L002322,3/29/2025,55.92
L001613,7/19/2025,80.33
L001486,4/3/2025,59.25
L001334,3/3/2025,53.81
L002966,11/25/2025,78.58
L001515,6/4/2025,52.29
L002632,8/27/2025,65.82
L002466,7/7/2025,81.25
L002169,4/24/2025,53.19
L002282,5/10/2025,55.2
L002656,1/19/2025,53.7
L001485,1/28/2026,72.1
L001607,11/4/2025,75.58
L001827,11/15/2025,82.94
L002000,1/16/2026,79.1
L000445,3/27/2025,55.74
L000119,8/14/2025,71.34
L002018,4/18/2025,54.36
L000224,4/24/2025,65.48
L001074,1/5/2025,62.14
L001188,10/2/2025,65.39
L000671,9/25/2025,60.55
L002639,3/21/2025,57.09
L002119,12/27/2025,85.79
L002425,3/26/2025,68.97
L001267,7/30/2025,82.61
L000208,7/15/2025,70.45
L000629,3/26/2025,63.79
L000244,1/12/2025,55.78
L000896,1/16/2026,78.59
L002391,3/13/2025,67.7
L001738,11/15/2025,78
L002664,4/15/2025,55.2
L000871,1/13/2025,56.67
L002046,11/27/2025,94.41
L001171,1/20/2026,56.24
L000031,7/11/2025,55.12
L001450,7/12/2025,89.7
L000576,1/24/2025,64.33
L002034,9/6/2025,92.28
L002835,1/17/2025,61.92
L002221,7/18/2025,59.42
L002922,1/2/2026,61.27
L002356,3/24/2025,61.31
L001910,6/9/2025,57.7
L001083,7/26/2025,60.27
L000596,1/10/2025,55.89
L000710,5/22/2025,55.82
L002977,3/26/2025,51.23
L002369,12/28/2025,79.63
L002924,8/13/2025,80.98
L000033,1/20/2025,61.75
L002705,11/14/2025,53.82
L001855,12/25/2025,49.98
L000006,12/26/2025,82.38
L000315,1/21/2025,69.42
L001442,10/16/2025,75.71
L000606,3/2/2025,64.31
L001456,8/14/2025,74.45
L000441,12/23/2025,67.71
L001677,1/8/2025,48.22
L001902,1/28/2026,90.26
L001230,2/21/2025,63.03
L000337,7/11/2025,85.2
L000890,2/20/2025,60.29
L002537,6/8/2025,68.71
L000251,7/25/2025,71.99
L002334,10/31/2025,83.35
L000530,2/4/2025,57.78
L001381,2/8/2025,70.92
L001279,1/8/2026,60.54
L002654,4/2/2025,63.59
L000286,1/21/2026,80.26
L000353,4/2/2025,56.8
L001053,7/12/2025,81.45
L001439,8/15/2025,77.75
L001535,10/12/2025,66.92
L000017,8/11/2025,61.16
L000123,4/22/2025,53.3
L002737,10/24/2025,62.66
L001993,8/1/2025,80.44
L002651,9/21/2025,72.49
L000003,8/8/2025,68.61
L000504,10/7/2025,51.56
L001351,8/15/2025,57.33
L000902,10/29/2025,78.22
L001288,11/26/2025,82.59
L001761,2/4/2025,66.46
L001650,7/29/2025,71.14
L001383,2/14/2025,52.14
L002913,11/10/2025,72.12
L002327,1/25/2026,71.6
L000217,3/23/2025,68.17
L001567,2/7/2025,66.6
L001653,11/4/2025,87.03
L001239,7/6/2025,59.62
L000243,10/12/2025,75.9
L000033,11/26/2025,82.56
L002790,4/2/2025,51.76
L001426,2/19/2025,62.65
L001642,12/21/2025,61.9
L001549,7/4/2025,62.57
L000062,12/7/2025,79.88
L002646,3/29/2025,69.58
L002858,9/7/2025,53.17
L000637,5/8/2025,63.23
L000265,3/30/2025,58.21
L002958,8/21/2025,76.36
L000537,4/25/2025,51.1
L002272,9/2/2025,55.78
L000804,8/16/2025,64.29
L002688,9/29/2025,81.4
L001401,7/21/2025,56.15
L002445,3/18/2025,61.99
L000794,11/19/2025,80.9
L000260,12/3/2025,56.7
L002682,12/19/2025,82.49
L000992,12/11/2025,49.69
L001080,9/6/2025,83.76
L001373,4/20/2025,70.67
L001046,7/27/2025,51.44
L002860,10/27/2025,53.96
L002811,7/3/2025,55.82
L001441,2/7/2025,54.83
L000065,9/23/2025,69.85
L000544,1/25/2025,70.09
L000370,7/20/2025,54.39
L000297,3/9/2025,58.63
L000560,11/9/2025,87.34
L000444,9/7/2025,51.07
L002704,11/24/2025,55.15
L000248,6/1/2025,67.23
L001622,2/12/2025,58.13
L000061,3/18/2025,56.89
L000981,12/5/2025,70.51
L001643,5/28/2025,55.81
L002494,1/21/2026,84.18
L001023,1/26/2025,62.61
L001576,12/20/2025,84.08
L000290,1/9/2025,64.22
L001738,8/5/2025,84.38
L000462,4/29/2025,52.12
L002896,5/25/2025,63.09
L002024,6/12/2025,49.21
L002767,6/7/2025,79.65
L000433,8/29/2025,68
L000739,1/13/2025,68.26
L002042,11/19/2025,75.31
L000376,9/5/2025,94.97
L000427,12/11/2025,53.2
L000244,12/8/2025,71.26
L000256,3/23/2025,56.77
L002015,5/1/2025,52.34
L002189,2/20/2025,60.1
L002361,4/9/2025,59.13
L002397,5/27/2025,65.38
L000902,1/16/2025,50.8
L002723,12/23/2025,83.22
L001402,5/9/2025,51.82
L001017,5/28/2025,53.54
L000175,1/14/2026,74.47
L000930,3/23/2025,62.62
L001298,2/13/2025,59.42
L000932,3/30/2025,65.96
L000442,1/9/2026,80.37
L001293,10/10/2025,54.43
L002617,9/21/2025,90.09
L002375,12/2/2025,78.33
L000079,11/30/2025,74.26
L002140,4/20/2025,55.07
L001520,12/1/2025,81.45
L000887,8/10/2025,90.77
L001145,10/8/2025,59.09
L001762,1/24/2025,54.47
L002827,12/7/2025,81.69
L000479,6/18/2025,69.18
L002481,5/24/2025,56.24
L002501,1/15/2025,58.68
L000101,9/19/2025,67.1
L000043,11/29/2025,62.98
L000821,1/9/2026,84.43
L000517,4/24/2025,52.69
L001483,1/27/2026,82.28
L001396,8/15/2025,81.26
L000668,9/26/2025,66.5
L001914,1/27/2025,55.86
L002628,5/7/2025,64.7
L001296,1/16/2026,56.75
L000077,9/13/2025,84.58
L001939,6/11/2025,57.04
L000313,1/14/2025,60.5
L000877,8/7/2025,59.75
L001142,3/14/2025,55.65
L002340,6/5/2025,54.1
L001804,8/4/2025,86.89
L000852,3/17/2025,51.05
L001445,8/27/2025,67.32
L002754,1/5/2026,84.44
L000753,3/10/2025,63.7
L000595,2/14/2025,52.75
L002983,10/16/2025,82.84
L002697,5/13/2025,71.38
L000734,4/10/2025,65.59
L002320,8/17/2025,85.36
L002013,12/11/2025,73.34
L002075,2/16/2025,50.82
L000007,3/10/2025,52.63
L001506,1/23/2026,89.89
L001055,12/30/2025,58.45
L001171,1/5/2026,58.49
L002435,12/2/2025,72.82
L000104,5/16/2025,66.44
L002648,12/2/2025,94.42
L000112,11/7/2025,92.61
L000452,5/17/2025,56.78
L000079,6/28/2025,83.29
L002194,1/9/2025,61.23
L002369,11/9/2025,85.24
L000035,4/27/2025,60.53
L000435,1/22/2025,54.09
L002684,5/8/2025,62.96
L001014,3/16/2025,68.3
L002949,1/20/2025,64.12
L000542,11/10/2025,70.9
L001523,10/18/2025,74.28
L000723,2/13/2025,52.18
L001758,12/24/2025,66.85
L002229,5/25/2025,62.3
L001635,1/27/2025,53.76
L000848,1/25/2025,51.37
L000159,6/19/2025,59.9
L002754,3/13/2025,67.75
L000958,6/21/2025,62.56
L002937,11/13/2025,54.93
L002917,6/25/2025,75.03
L001887,7/26/2025,62.41
L000967,12/8/2025,56.45
L001919,6/16/2025,75.88
L002743,11/27/2025,88.04
L000483,6/3/2025,54.32
L000286,8/28/2025,80.31
L000782,3/13/2025,56.6
L002117,4/15/2025,68.11
L002695,1/6/2026,71.75
L000976,5/9/2025,68.35
L002185,9/27/2025,77.66
L001965,1/14/2025,67.05
L002461,5/21/2025,60.19
L002743,9/28/2025,81.07
L002689,8/11/2025,94.15
L001690,1/8/2025,65.2
L001630,11/20/2025,61.47
L000675,11/20/2025,82.03
L002945,8/16/2025,91.49
L001847,12/11/2025,56.53
L002232,11/21/2025,91.47
L002332,3/31/2025,66.23
L002020,4/26/2025,69.86
L001231,12/23/2025,52.97
L000470,10/13/2025,71.47
L000960,10/6/2025,92.56
L000349,1/28/2025,61.55
L001753,1/27/2026,75.04
L001419,11/8/2025,90.18
L002808,6/5/2025,58.03
L000551,12/11/2025,87.15
L000236,11/1/2025,63.77
L002618,8/21/2025,79.14
L001877,3/3/2025,67.19
L002954,1/5/2026,54.83
L002246,1/6/2026,90.29
L001262,1/8/2025,
L001910,7/5/2025,54.46
L002780,10/1/2025,78.06
L002641,12/6/2025,50.84
L001507,3/13/2025,66.33
L002059,8/27/2025,89.47
L002989,9/19/2025,72.4
L001756,12/2/2025,88.19
L000955,8/8/2025,86.19
L002383,9/10/2025,63.7
L001594,7/2/2025,68.65
L001275,4/13/2025,52.22
L001720,5/24/2025,59.45
L002862,5/8/2025,61.08
L002612,3/20/2025,56.5
L001346,7/20/2025,87.71
L002438,12/10/2025,67.99
L001768,12/26/2025,80.77
L001984,11/29/2025,75.29
L000147,5/16/2025,52.84
L000111,4/6/2025,53.18
L000103,10/16/2025,56.24
L000715,2/12/2025,64.42
L000779,11/2/2025,63.56
L002354,1/27/2026,89.76
L001240,2/1/2026,69.39
L001423,1/14/2026,51.26
L000120,3/19/2025,62.22
L002273,1/31/2025,54.2
L000321,3/17/2025,69.02
L000848,12/13/2025,76.11
L001864,12/2/2025,90.25
L000667,12/9/2025,87.82
L001514,10/16/2025,86.26
L002563,12/22/2025,86.44
L000432,3/27/2025,68.72
L001031,8/8/2025,70.97
L001128,2/11/2025,66.72
L000072,8/6/2025,78.4
L001098,5/19/2025,60.98
L000790,4/17/2025,54.41
L002665,10/7/2025,58.9
L001685,2/21/2025,67.51
L001557,6/18/2025,52.53
L001492,11/14/2025,82.24
L002962,10/13/2025,94.16
L000928,2/27/2025,59.79
L002324,1/16/2025,55.29
L000622,3/15/2025,63.8
L000259,2/11/2025,61.28
L002923,3/30/2025,65.05
L001489,11/21/2025,85.53
L000329,12/29/2025,59.26
L000101,5/22/2025,67.67
L000996,7/12/2025,63.63
L000083,5/4/2025,64.72
L002373,6/18/2025,61.1
L000152,2/15/2025,55.58
L001839,1/24/2026,85.44
L000850,2/14/2025,50.74
L001817,11/18/2025,85.89
L002588,7/28/2025,56.15
L002879,7/22/2025,54.2
L001997,8/23/2025,66.66
L001708,6/8/2025,68.82
L002831,10/15/2025,50.53
L001085,10/16/2025,
L000436,11/7/2025,76.57
L001151,2/10/2025,67.17
L001328,8/31/2025,60.9
L000721,1/14/2025,71.57
L001997,12/28/2025,85.01
L002345,12/9/2025,80.01
L002830,8/28/2025,91.82
L002755,1/6/2025,53.94
L000242,10/4/2025,81.65
L000098,8/28/2025,
L002797,4/22/2025,50.92
L001605,4/1/2025,53.09
L002245,10/5/2025,71
L002215,1/21/2025,55.3
L002443,1/23/2025,60.26
L000245,1/4/2025,58.95
L002557,5/12/2025,58.74
L000718,4/1/2025,52.87
L001141,9/2/2025,79.27
L001601,9/16/2025,81.75
L000213,4/1/2025,53.26
L002605,5/10/2025,49.09
L000375,1/27/2026,73.62
L001081,1/30/2026,67.46
L000401,4/28/2025,51.82
L002120,7/28/2025,82.32
L002430,3/19/2025,59.66
L001172,2/14/2025,64.88
L000207,1/11/2026,81.72
L000897,1/19/2025,49.49
L000654,6/16/2025,61.01
L001662,2/28/2025,61.97
L001828,3/3/2025,56.98
L000546,5/25/2025,67.94
L000064,4/15/2025,51.79
L000438,10/28/2025,78.34
L001374,10/16/2025,93.35
L000570,2/10/2025,62.86
L001935,2/1/2026,64.38
L001448,7/24/2025,70.34
L000537,12/3/2025,76.13
L002454,11/30/2025,76.19
L002002,1/25/2026,91.96
L002178,9/22/2025,60.63
L001624,7/26/2025,67.15
L002520,10/25/2025,67.55
L002568,11/10/2025,65.49
L001451,6/7/2025,69.53
L002842,5/6/2025,60.9
L001095,7/9/2025,84.85
L001526,3/1/2025,68.06
L000163,6/9/2025,58.32
L002206,9/7/2025,87.46
L002888,8/10/2025,80.07
L000313,2/11/2025,55
L002408,3/3/2025,50.29
L002796,1/2/2025,68.54
L002700,6/7/2025,69.42
L002923,2/28/2025,65.41
L001564,3/13/2025,63.18
L000497,11/12/2025,69.1
L002122,12/14/2025,71.5
L000360,5/16/2025,56.49
L002859,4/7/2025,52.53
L001968,1/21/2025,58.3
L000532,8/15/2025,87.56
L002992,8/29/2025,82.88
L002085,3/1/2025,58.12
L002663,12/26/2025,90.83
L002572,4/2/2025,64.72
L001505,1/4/2025,64.04
L000954,2/6/2025,66.79
L000926,2/26/2025,61.35
L001820,11/29/2025,90.02
L001695,5/1/2025,52.47
L000356,5/9/2025,64.36
L002858,4/27/2025,66.14
L001904,11/18/2025,92.65
L002238,1/25/2026,79.21
L002123,9/24/2025,80.41
L002862,7/1/2025,79.83
L000264,1/16/2026,78.18
L002736,4/10/2025,60.44
L000725,4/6/2025,68.51
L000358,8/7/2025,51.51
L001244,7/19/2025,50.31
L001390,12/17/2025,81.75
L002662,8/18/2025,78.34
L001652,10/14/2025,53.76
L001571,7/28/2025,52.07
L002879,1/1/2026,60.35
L002862,1/3/2025,62.06
L000421,1/9/2025,65.38
L001789,8/24/2025,78.61
L000874,8/11/2025,70.02
L001203,11/27/2025,62.68
L000581,11/13/2025,77.71
L000993,1/25/2026,85.82
L000205,4/26/2025,64.18
L002352,1/17/2026,84.57
L000903,12/25/2025,74.88
L000924,6/15/2025,58.21
L001109,10/9/2025,69.43
L000277,11/16/2025,77.68
L000489,6/27/2025,84.25
L000634,11/24/2025,79.8
L002044,12/29/2025,75.3
L000564,6/9/2025,64.38
L000428,9/12/2025,50.28
L000408,4/18/2025,61.09
L001983,6/9/2025,62.31
L001161,5/25/2025,62
L001942,2/6/2025,69.26
L001143,12/2/2025,88.32
L000156,11/19/2025,58.76
L000364,1/8/2026,80.2
L002747,8/16/2025,83.64
L001192,5/4/2025,63.84
L000807,3/28/2025,59.51
L000843,8/11/2025,68
L000812,1/2/2026,62.66
L002974,5/31/2025,52.36
L000949,1/4/2026,55.8
L001135,10/25/2025,78.5
L002578,1/7/2025,54.29
L002437,3/27/2025,63.07
L002124,4/9/2025,58.48
L002367,4/26/2025,68.09
L000979,10/16/2025,63.25
L002218,1/26/2025,68.33
L002815,12/16/2025,73.94
L002823,9/6/2025,72.55
L000505,10/1/2025,74.29
L000669,1/15/2025,55.02
L000807,3/30/2025,58.33
L000880,1/14/2025,68.07
L002360,5/14/2025,52.19
L000017,8/3/2025,65.85
L000414,10/23/2025,86.26
L000166,10/28/2025,88.19
L002777,11/11/2025,85.98
L002804,2/3/2025,52.23
L001291,1/6/2026,62.6
L000052,4/8/2025,63.91
L002683,11/12/2025,91.67
L002383,1/16/2026,63.36
L002953,1/14/2025,69.28
L001853,9/27/2025,88.97
L002031,4/25/2025,68.82
L000662,12/24/2025,86.98
L000899,7/10/2025,63.99
L002829,1/16/2025,65.06
L002596,10/26/2025,65.38
L001739,5/11/2025,54.43
L001263,4/5/2025,67.76
L001741,4/27/2025,64.77
L001612,1/13/2025,62.84
L001594,7/21/2025,75.08
L002981,5/15/2025,52.4
L002430,11/28/2025,76.13
L001897,6/22/2025,68.02
L002172,1/18/2025,55.38
L001596,1/8/2025,51.23
L000019,2/18/2025,57.7
L002690,1/4/2025,51.69
L000507,11/12/2025,71.29
L000391,5/27/2025,54.32
L002021,6/21/2025,59.08
L002557,1/11/2026,79.55
L000486,1/19/2026,68.9
L002851,9/21/2025,91.17
L002184,2/5/2025,55.65
L001074,3/10/2025,63.66
L002179,4/5/2025,61.33
L001745,5/18/2025,52.19
L002114,12/5/2025,85.01
L000486,4/22/2025,60.97
L002006,4/19/2025,54.5
L002560,12/25/2025,69.19
L000156,9/16/2025,57.52
L002556,1/10/2026,82.47
L002524,12/28/2025,94.57
L001032,11/15/2025,81.72
L002049,3/22/2025,59.98
L002346,1/1/2025,53.35
L002272,9/18/2025,61.27
L001983,9/11/2025,51.07
L002178,4/26/2025,69.93
L000492,11/25/2025,66.61
L000425,12/14/2025,76.14
L000421,2/7/2025,62.31
L000544,5/9/2025,68.73
L001593,8/15/2025,59.03
L000534,6/24/2025,48.94
L001948,7/30/2025,52.77
L002016,11/27/2025,83.71
L002035,11/18/2025,76.52
L001762,3/22/2025,60.05
L002851,1/3/2026,84.35
L002881,2/20/2025,59.28
L000432,9/6/2025,74.24
L001049,10/15/2025,82.22
L002304,3/4/2025,58.58
L002979,2/12/2025,58.73
L000071,9/23/2025,90.76
L002539,1/4/2025,70.22
L000983,8/30/2025,84.9
L002193,7/27/2025,92.88
L001676,1/26/2025,53.86
L000568,1/29/2025,65.02
L002976,3/4/2025,59.54
L000665,7/3/2025,53.67
L002403,4/14/2025,58.84
L000632,10/13/2025,68.23
L002922,4/12/2025,68.03
L000581,4/26/2025,65.64
L002701,1/13/2026,72.77
L001885,1/5/2025,53.68
L002054,1/31/2026,71.98
L000759,4/16/2025,60.03
L002602,6/30/2025,66.93
L000905,6/24/2025,49.9
L000333,9/11/2025,78.55
L001366,9/27/2025,65.24
L000287,10/8/2025,90.35
L001639,11/13/2025,64.02
L000201,12/3/2025,82.18
L001727,7/2/2025,71.15
L002716,12/25/2025,84.81
L001703,1/23/2026,77.47
L001033,5/14/2025,71.47
L001192,5/7/2025,58.61
L001096,1/21/2026,60.01
L002032,7/23/2025,69.06
L000557,11/27/2025,69.55
L000337,12/6/2025,84.8
L001759,10/6/2025,68.29
L000534,1/1/2025,56.26
L000530,12/18/2025,78.78
L001972,6/16/2025,63.56
L000097,3/12/2025,56.68
L001579,12/2/2025,78.51
L000566,9/27/2025,60.52
L002653,7/6/2025,84.34
L002760,2/28/2025,69.04
L000771,2/19/2025,60.98
L001943,3/14/2025,61.58
L001271,1/1/2025,68.01
L000774,5/3/2025,69.77
L002708,1/31/2025,63.44
L000071,4/15/2025,64.83
L001317,5/13/2025,49.68
L000017,6/4/2025,62.16
L001178,6/25/2025,74.47
L002576,9/20/2025,81.99
L001350,12/8/2025,90.13
L002617,8/1/2025,68.5
L002716,8/31/2025,89.73
L001490,6/8/2025,49.79
L001145,4/16/2025,67.41
L001141,7/12/2025,87.17
L000623,7/24/2025,54.6
L002693,2/9/2025,59.54
L000223,7/7/2025,56.82
L001088,2/22/2025,55.2
L001682,11/3/2025,85.44
L000567,7/26/2025,52.62
L001107,10/3/2025,71.9
L001873,11/1/2025,55.46
L002278,6/21/2025,58.32
L002444,6/20/2025,73.97
L000201,11/6/2025,80.82
L002031,1/16/2025,53.66
L001201,4/23/2025,51.49
L002669,6/30/2025,62.53
L001903,4/5/2025,68.63
L000471,2/15/2025,52
L001526,12/12/2025,67.41
L001479,9/12/2025,74.39
L002805,12/27/2025,76.11
L000533,11/20/2025,88.43
L000185,12/2/2025,71.84
L000361,9/18/2025,61.98
L002592,3/17/2025,57.68
L000168,1/28/2026,90.24
L001852,1/12/2025,63.41
L002669,7/29/2025,58.72
L001058,1/24/2026,77.36
L002904,5/27/2025,69.08
L001204,12/10/2025,55.41
L000087,4/24/2025,57.77
L001671,8/7/2025,89.39
L001853,10/8/2025,80.56
L000003,1/12/2025,62.39
L000324,12/31/2025,79.13
L000216,12/12/2025,75.39
L001397,6/20/2025,65.15
L000065,7/8/2025,66.66
L001709,1/18/2025,54.81
L001552,3/28/2025,53.79
L000989,4/1/2025,55.32
L000923,2/26/2025,69.62
L002115,8/5/2025,66.65
L001326,3/10/2025,69.06
L002363,4/6/2025,59
L001995,12/2/2025,89.08
L001523,11/22/2025,76.38
L000700,10/9/2025,67.05
L002060,3/2/2025,60.19
L002580,10/31/2025,84.96
L002159,6/29/2025,71.79
L002905,5/19/2025,60.48
L000500,1/17/2026,74.14
L000034,9/23/2025,80.87
L000873,12/1/2025,72
L002815,8/27/2025,84.59
L000898,9/26/2025,75.15
L002715,1/15/2026,76.46
L001196,7/20/2025,55.33
L002252,7/7/2025,79.55
L000944,1/17/2025,61.92
L000813,1/11/2025,49.75
L002602,8/28/2025,55.69
L001920,3/12/2025,51.43
L001680,2/13/2025,54.17
L002197,1/23/2026,51.57
L000658,12/19/2025,82.05
L002312,3/12/2025,61.06
L002798,2/13/2025,63.16
L000869,7/11/2025,53.77
L000587,10/11/2025,80.79
L000617,4/17/2025,63.49
L001655,4/5/2025,66.04
L000023,7/5/2025,56.12
L002838,1/19/2026,76.1
L000962,9/2/2025,74.49
L000378,4/26/2025,53.95
L002886,6/18/2025,63.98
L002429,1/18/2026,
L000765,1/8/2026,62.27
L002273,1/9/2025,60.29
L000533,11/12/2025,76.54
L002126,9/6/2025,71.75
L000987,1/11/2025,58.19
L001537,9/16/2025,65.7
L000141,1/10/2026,70.4
L000827,11/24/2025,77.86
L000122,12/8/2025,82.9
L001517,11/23/2025,70.95
L001724,11/30/2025,83.36
L002533,11/12/2025,90.18
L001564,5/25/2025,67.59
L001598,11/8/2025,88.3
L000361,4/19/2025,55.42
L000424,7/15/2025,50.71
L002255,6/16/2025,65.01
L000547,3/3/2025,67.54
L000643,2/4/2025,68.53
L002538,4/9/2025,56.65
L002379,5/11/2025,56.1
L002302,2/12/2025,66.42
L002423,11/21/2025,93.11
L001804,1/24/2026,86.21
L000790,1/30/2025,60.65
L002042,4/20/2025,65.31
L002979,3/17/2025,64.35
L000622,12/29/2025,79.91
L001361,1/26/2025,64.39
L001745,1/31/2025,62.95
L000188,8/23/2025,65.39
L000967,2/17/2025,55.46
L001832,11/26/2025,71.61
L001059,4/8/2025,52.37
L002887,10/18/2025,50.86
L000586,4/9/2025,68.64
L000080,2/27/2025,65.79
L002626,1/22/2026,70.93
L001095,8/7/2025,79.73
L002858,8/1/2025,60.16
L001922,6/6/2025,76.16
L000093,8/26/2025,87.61
L002773,1/6/2026,85.23
L002740,12/7/2025,89.21
L000143,8/17/2025,75.08
L001445,3/29/2025,53.8
L000507,8/14/2025,71.81
L001901,12/15/2025,56.63
L001403,7/8/2025,67.39
L000082,6/7/2025,53.34
L002235,10/29/2025,79.2
L000978,7/19/2025,78.1
L000176,5/31/2025,63.94
L002766,12/22/2025,66.17
L002128,3/21/2025,56.76
L000455,11/17/2025,61.55
L000823,11/4/2025,68.68
L002306,9/5/2025,76.84
L002839,9/23/2025,54.66
L002054,6/4/2025,58.95
L002030,8/29/2025,60.43
L002758,12/21/2025,57.76
L001288,1/6/2026,76.97
L002110,2/2/2025,54.66
L001631,1/16/2026,82.5
L001854,4/26/2025,52.07
L001576,10/4/2025,75.95
L000390,5/28/2025,68.65
L000602,6/28/2025,52.13
L000867,6/14/2025,52.82
L001057,4/3/2025,65.68
L000963,6/2/2025,65.94
L001547,10/26/2025,86.6
L000710,6/9/2025,62.22
L000439,7/3/2025,69.71
L002113,9/9/2025,77.03
L002541,2/3/2025,58.2
L000900,1/30/2026,52.23
L001352,10/16/2025,73.07
L001833,2/25/2025,61.28
L001384,8/6/2025,68.46
L001722,7/7/2025,70.45
L002450,5/4/2025,55.7
L002541,11/21/2025,82.71
L000597,4/19/2025,55.42
L002577,6/24/2025,68.64
L002174,5/4/2025,67.6
L002240,10/14/2025,57.92
L000310,1/13/2026,56.75
L002245,5/3/2025,58.97
L000614,1/23/2025,49.26
L000753,1/14/2026,79.13
L002788,2/1/2025,63.41
L001359,1/16/2026,79.99
L000110,12/17/2025,
L002098,6/3/2025,58.62
L001278,8/16/2025,92.97
L000536,9/16/2025,59.24
L002201,12/22/2025,76.57
L001526,12/7/2025,80.08
L001068,7/23/2025,49.43
L001413,6/6/2025,67.43
L000021,7/9/2025,52
L000384,7/16/2025,73.78
L000917,3/5/2025,58.69
L001569,3/23/2025,53.8
L000025,7/20/2025,76.31
L001806,8/18/2025,74.19
L001824,12/3/2025,76.29
L001951,6/30/2025,70.17
L001558,11/2/2025,88.53
L000589,5/17/2025,62.08
L001284,2/8/2025,61.26
L002589,5/3/2025,55.78
L002278,4/28/2025,62.47
L000658,4/17/2025,55.63
L001740,4/22/2025,61.59
L002272,4/15/2025,54.93
L000882,4/24/2025,52.7
L002312,7/26/2025,58.61
L002013,7/2/2025,65.87
L001413,2/26/2025,64.72
L002676,12/17/2025,81.42
L001811,12/6/2025,79.3
L002280,5/11/2025,60.97
L000103,10/17/2025,49.72
L000339,9/4/2025,70.42
L002405,1/13/2025,64.21
L002828,4/2/2025,54.28
L001773,5/25/2025,67.73
L001252,3/18/2025,52.27
L002421,8/15/2025,65.9
L001901,1/27/2026,65.16
L001503,2/17/2025,51.67
L002404,8/23/2025,84.37
L001419,2/3/2025,49.2
L000810,7/6/2025,85.47
L001420,3/21/2025,58.92
L002217,4/8/2025,55.77
L000809,9/9/2025,74.46
L002454,9/1/2025,83.88
L002799,1/29/2025,55.83
L001031,11/9/2025,69.61
L001169,5/8/2025,68.49
L001281,1/3/2026,84.45
L001900,12/9/2025,76.08
L002092,12/24/2025,76.19
L000190,12/5/2025,61.1
L001815,1/12/2026,89.93
L002860,3/28/2025,49.88
L001793,2/20/2025,54.56
L002416,1/25/2025,68.88
L000001,5/8/2025,61.28
L000229,6/9/2025,85
L000405,6/17/2025,72.49
L002428,8/2/2025,54.81
L001040,9/14/2025,68.22
L001319,2/1/2025,56.62
L001411,5/19/2025,57.93
L000935,1/26/2026,53.65
L002815,11/4/2025,92.46
L001680,6/28/2025,81.7
L000395,6/4/2025,65.73
L001813,11/1/2025,58.14
L000241,9/20/2025,67.49
L000039,6/24/2025,82.79
L001310,4/14/2025,49.5
L002989,1/29/2026,88.55
L000942,6/25/2025,59.8
L002134,4/5/2025,67.77
L001684,9/7/2025,73.47
L000817,5/23/2025,70.72
L000847,7/23/2025,82.45
L002761,2/27/2025,68.53
L002684,1/3/2025,55.67
L002897,3/12/2025,50.05
L002416,9/30/2025,81.98
L000533,6/1/2025,71.66
L000927,12/21/2025,56.61
L000388,9/26/2025,85.65
L000418,12/18/2025,50.43
L000378,4/29/2025,58.41
L000979,8/19/2025,56.33
L001422,10/26/2025,83.25
L001012,9/22/2025,
L000569,10/17/2025,88.7
L002872,8/20/2025,84.35
L002434,3/28/2025,
L001231,4/21/2025,65.64
L001928,1/17/2026,74.01
L002764,8/18/2025,78.22
L001695,1/11/2025,56.74
L002682,11/17/2025,76.16
L001428,1/15/2025,54.59
L001472,2/19/2025,58.93
L000495,7/12/2025,82.96
