course_id,lift,p_value,avg_score,score_impact,insights,meaning,recommendation
M0539,0.118,0.0,49.3,0.2453,Ideal Success,High exam scores correlate with high job performance.,Scale to more teams; Use exam for promotion; Reward high scorers.
M0540,0.1511,0.0,34.2,-0.5313,Exam Mismatch,"Course is effective, BUT exam scores are misleading (Negative Correlation).",URGENT: Stop using current exam for evaluation; Replace with practical project.
M0541,0.1549,0.0,37.3,-0.4931,Exam Mismatch,"Course is effective, BUT exam scores are misleading (Negative Correlation).",URGENT: Stop using current exam for evaluation; Replace with practical project.
M0542,0.1205,0.0,45.2,0.2265,Ideal Success,High exam scores correlate with high job performance.,Scale to more teams; Use exam for promotion; Reward high scorers.
M0543,0.0853,0.0002,34.2,-0.3048,Exam Mismatch,"Course is effective, BUT exam scores are misleading (Negative Correlation).",URGENT: Stop using current exam for evaluation; Replace with practical project.
M0544,0.0723,0.0011,28.1,0.1895,Ideal Success,High exam scores correlate with high job performance.,Scale to more teams; Use exam for promotion; Reward high scorers.
M0545,0.1174,0.0001,36.0,0.5869,Ideal Success,High exam scores correlate with high job performance.,Scale to more teams; Use exam for promotion; Reward high scorers.
M0546,0.1429,0.0,36.1,-0.4078,Exam Mismatch,"Course is effective, BUT exam scores are misleading (Negative Correlation).",URGENT: Stop using current exam for evaluation; Replace with practical project.
M0547,0.0935,0.0003,33.5,0.2404,Ideal Success,High exam scores correlate with high job performance.,Scale to more teams; Use exam for promotion; Reward high scorers.
M0548,0.1212,0.0,33.4,0.4887,Ideal Success,High exam scores correlate with high job performance.,Scale to more teams; Use exam for promotion; Reward high scorers.
M0549,0.0755,0.0002,38.4,0.1156,Ideal Success,High exam scores correlate with high job performance.,Scale to more teams; Use exam for promotion; Reward high scorers.
M0550,0.1086,0.0,37.3,0.0205,General Improvement,Performance improved for everyone regardless of exam score.,Keep as knowledge sharing; Simplify or remove the exam to save costs.
M0551,0.1325,0.0,23.1,0.115,Ideal Success,High exam scores correlate with high job performance.,Scale to more teams; Use exam for promotion; Reward high scorers.
M0552,0.1339,0.0,26.0,-0.5698,Exam Mismatch,"Course is effective, BUT exam scores are misleading (Negative Correlation).",URGENT: Stop using current exam for evaluation; Replace with practical project.
M0553,0.1066,0.0,37.5,0.1132,Ideal Success,High exam scores correlate with high job performance.,Scale to more teams; Use exam for promotion; Reward high scorers.
M0554,0.1285,0.0,43.0,-0.2372,Exam Mismatch,"Course is effective, BUT exam scores are misleading (Negative Correlation).",URGENT: Stop using current exam for evaluation; Replace with practical project.
M0555,0.0619,0.0013,32.6,0.2511,Ideal Success,High exam scores correlate with high job performance.,Scale to more teams; Use exam for promotion; Reward high scorers.
M0556,0.1757,0.0,40.2,0.0218,General Improvement,Performance improved for everyone regardless of exam score.,Keep as knowledge sharing; Simplify or remove the exam to save costs.
M0557,0.1576,0.0,35.8,0.4114,Ideal Success,High exam scores correlate with high job performance.,Scale to more teams; Use exam for promotion; Reward high scorers.
M0558,0.1621,0.0,38.8,0.1377,Ideal Success,High exam scores correlate with high job performance.,Scale to more teams; Use exam for promotion; Reward high scorers.
M0559,0.0924,0.0,26.6,-0.1902,Exam Mismatch,"Course is effective, BUT exam scores are misleading (Negative Correlation).",URGENT: Stop using current exam for evaluation; Replace with practical project.
M0560,0.1322,0.0,31.5,0.5045,Ideal Success,High exam scores correlate with high job performance.,Scale to more teams; Use exam for promotion; Reward high scorers.
M0561,0.1134,0.0001,34.6,-0.3447,Exam Mismatch,"Course is effective, BUT exam scores are misleading (Negative Correlation).",URGENT: Stop using current exam for evaluation; Replace with practical project.
M0562,0.1087,0.0,42.3,0.0454,General Improvement,Performance improved for everyone regardless of exam score.,Keep as knowledge sharing; Simplify or remove the exam to save costs.
M0563,0.131,0.0,43.2,0.0033,General Improvement,Performance improved for everyone regardless of exam score.,Keep as knowledge sharing; Simplify or remove the exam to save costs.
M0564,0.1026,0.0,34.2,-0.3941,Exam Mismatch,"Course is effective, BUT exam scores are misleading (Negative Correlation).",URGENT: Stop using current exam for evaluation; Replace with practical project.
M0565,0.1512,0.0,37.6,0.2123,Ideal Success,High exam scores correlate with high job performance.,Scale to more teams; Use exam for promotion; Reward high scorers.
M0566,0.0994,0.0,48.1,-0.1715,Exam Mismatch,"Course is effective, BUT exam scores are misleading (Negative Correlation).",URGENT: Stop using current exam for evaluation; Replace with practical project.
M0567,0.1219,0.0,27.2,-0.1623,Exam Mismatch,"Course is effective, BUT exam scores are misleading (Negative Correlation).",URGENT: Stop using current exam for evaluation; Replace with practical project.
M0568,0.1072,0.0,30.5,0.2601,Ideal Success,High exam scores correlate with high job performance.,Scale to more teams; Use exam for promotion; Reward high scorers.
M0569,0.0859,0.0,31.2,-0.0347,General Improvement,Performance improved for everyone regardless of exam score.,Keep as knowledge sharing; Simplify or remove the exam to save costs.
M0570,0.1396,0.0,28.4,0.0882,General Improvement,Performance improved for everyone regardless of exam score.,Keep as knowledge sharing; Simplify or remove the exam to save costs.
M0571,0.1456,0.0,34.8,0.3957,Ideal Success,High exam scores correlate with high job performance.,Scale to more teams; Use exam for promotion; Reward high scorers.
M0572,0.145,0.0,32.0,-0.0202,General Improvement,Performance improved for everyone regardless of exam score.,Keep as knowledge sharing; Simplify or remove the exam to save costs.
M0573,0.1378,0.0,36.0,0.1168,Ideal Success,High exam scores correlate with high job performance.,Scale to more teams; Use exam for promotion; Reward high scorers.
M0574,0.1342,0.0,41.7,-0.1668,Exam Mismatch,"Course is effective, BUT exam scores are misleading (Negative Correlation).",URGENT: Stop using current exam for evaluation; Replace with practical project.
M0575,0.1211,0.0,35.8,-0.3978,Exam Mismatch,"Course is effective, BUT exam scores are misleading (Negative Correlation).",URGENT: Stop using current exam for evaluation; Replace with practical project.
M0576,0.1463,0.0,30.1,0.1973,Ideal Success,High exam scores correlate with high job performance.,Scale to more teams; Use exam for promotion; Reward high scorers.
M0577,0.168,0.0,33.0,0.3465,Ideal Success,High exam scores correlate with high job performance.,Scale to more teams; Use exam for promotion; Reward high scorers.
M0578,0.1212,0.0,36.4,-0.2547,Exam Mismatch,"Course is effective, BUT exam scores are misleading (Negative Correlation).",URGENT: Stop using current exam for evaluation; Replace with practical project.
M0579,0.1279,0.0,31.3,0.2777,Ideal Success,High exam scores correlate with high job performance.,Scale to more teams; Use exam for promotion; Reward high scorers.
M0580,0.1494,0.0,40.2,-0.0594,General Improvement,Performance improved for everyone regardless of exam score.,Keep as knowledge sharing; Simplify or remove the exam to save costs.
M0581,0.0878,0.0,36.3,0.4128,Ideal Success,High exam scores correlate with high job performance.,Scale to more teams; Use exam for promotion; Reward high scorers.
M0582,0.1991,0.0002,36.9,0.3712,Ideal Success,High exam scores correlate with high job performance.,Scale to more teams; Use exam for promotion; Reward high scorers.
M0583,0.0912,0.0,32.6,0.264,Ideal Success,High exam scores correlate with high job performance.,Scale to more teams; Use exam for promotion; Reward high scorers.
M0584,0.0627,0.0021,40.9,0.7876,Ideal Success,High exam scores correlate with high job performance.,Scale to more teams; Use exam for promotion; Reward high scorers.
M0585,0.1429,0.0,32.8,-0.1608,Exam Mismatch,"Course is effective, BUT exam scores are misleading (Negative Correlation).",URGENT: Stop using current exam for evaluation; Replace with practical project.
M0586,0.1617,0.0,30.7,0.1207,Ideal Success,High exam scores correlate with high job performance.,Scale to more teams; Use exam for promotion; Reward high scorers.
M0587,0.084,0.0002,24.8,-0.1472,Exam Mismatch,"Course is effective, BUT exam scores are misleading (Negative Correlation).",URGENT: Stop using current exam for evaluation; Replace with practical project.
M0588,0.1338,0.0,32.8,-0.4231,Exam Mismatch,"Course is effective, BUT exam scores are misleading (Negative Correlation).",URGENT: Stop using current exam for evaluation; Replace with practical project.
M0589,0.1256,0.0,40.8,0.0441,General Improvement,Performance improved for everyone regardless of exam score.,Keep as knowledge sharing; Simplify or remove the exam to save costs.
M0590,0.0853,0.0027,39.2,0.2607,Ideal Success,High exam scores correlate with high job performance.,Scale to more teams; Use exam for promotion; Reward high scorers.
M0591,0.0741,0.0005,38.7,-0.0375,General Improvement,Performance improved for everyone regardless of exam score.,Keep as knowledge sharing; Simplify or remove the exam to save costs.
M0592,0.1701,0.0,29.1,0.0856,General Improvement,Performance improved for everyone regardless of exam score.,Keep as knowledge sharing; Simplify or remove the exam to save costs.
M0593,0.1187,0.0,36.4,0.0007,General Improvement,Performance improved for everyone regardless of exam score.,Keep as knowledge sharing; Simplify or remove the exam to save costs.
M0594,0.1045,0.0,28.4,-0.3628,Exam Mismatch,"Course is effective, BUT exam scores are misleading (Negative Correlation).",URGENT: Stop using current exam for evaluation; Replace with practical project.
M0595,0.0878,0.0002,31.9,0.7271,Ideal Success,High exam scores correlate with high job performance.,Scale to more teams; Use exam for promotion; Reward high scorers.
M0596,0.0916,0.0,34.9,0.1091,Ideal Success,High exam scores correlate with high job performance.,Scale to more teams; Use exam for promotion; Reward high scorers.
M0597,0.0263,0.2801,45.9,-0.4082,Inconclusive Results (No Significant Change),No statistically significant change detected.,Collect more data; Re-evaluate in next quarter.
M0598,0.1716,0.0,29.5,0.3583,Ideal Success,High exam scores correlate with high job performance.,Scale to more teams; Use exam for promotion; Reward high scorers.
M0599,0.0789,0.0004,41.3,0.4042,Ideal Success,High exam scores correlate with high job performance.,Scale to more teams; Use exam for promotion; Reward high scorers.
M0600,0.1147,0.0,41.0,0.4101,Ideal Success,High exam scores correlate with high job performance.,Scale to more teams; Use exam for promotion; Reward high scorers.
